index_name,거래일,시가,고가,저가,종가,거래량,거래대금,market
코스피,20191111,2139.07,2139.07,2119.07,2124.09,617155337,5346371636950,KOSPI
코스닥,20191111,666.13,666.13,658.70,661.37,832020685,4033492499012,KOSDAQ
코스피,20191112,2131.26,2140.94,2121.80,2140.92,610187303,5742890504436,KOSPI
코스닥,20191112,662.11,665.86,661.42,665.14,1047030159,4573482268033,KOSDAQ
코스피,20191113,2132.48,2133.37,2118.67,2122.45,664259615,5376331098704,KOSPI
코스닥,20191113,665.37,665.48,659.95,661.85,1324354238,4794932214831,KOSDAQ
코스피,20191114,2127.54,2139.23,2121.32,2139.23,521004619,6079774943146,KOSPI
코스닥,20191114,663.25,666.05,659.21,663.31,1335294590,5226547118582,KOSDAQ
코스피,20191115,2137.96,2165.02,2135.26,2162.18,556127902,5694335795149,KOSPI
코스닥,20191115,662.87,668.54,660.64,668.51,1069160667,5070516782601,KOSDAQ
코스피,20191118,2161.89,2165.89,2151.97,2160.69,489108363,4450391156924,KOSPI
코스닥,20191118,670.07,671.09,666.82,669.34,1050207631,5348792916505,KOSDAQ
코스피,20191119,2151.04,2154.41,2137.01,2153.24,826771793,5605096958233,KOSPI
코스닥,20191119,669.11,669.24,662.24,662.53,1122017295,5248176699896,KOSDAQ
코스피,20191120,2140.06,2145.97,2123.80,2125.32,580818881,5582340545698,KOSPI
코스닥,20191120,661.45,663.76,648.82,649.87,1216235334,5850016608740,KOSDAQ
코스피,20191121,2123.65,2125.36,2088.19,2096.60,579318676,5436411429406,KOSPI
코스닥,20191121,650.56,651.23,634.29,635.99,1029383839,4998464934117,KOSDAQ
코스피,20191122,2098.89,2106.42,2093.99,2101.96,519693263,4309591082600,KOSPI
코스닥,20191122,637.99,640.77,629.74,633.92,1022237109,5123553184527,KOSDAQ
코스피,20191125,2117.14,2130.04,2116.07,2123.50,397552816,4287976793626,KOSPI
코스닥,20191125,639.50,647.41,639.50,647.40,803220578,4055086705583,KOSDAQ
코스피,20191126,2129.27,2139.64,2120.85,2121.35,532397637,7635156802206,KOSPI
코스닥,20191126,650.79,653.54,649.78,651.59,832776580,5034004568482,KOSDAQ
코스피,20191127,2134.47,2136.30,2118.07,2127.85,367570750,4317284415814,KOSPI
코스닥,20191127,653.74,653.87,646.89,647.39,838025009,5126330939405,KOSDAQ
코스피,20191128,2116.93,2127.75,2116.58,2118.60,334913986,4481833558169,KOSPI
코스닥,20191128,646.27,649.37,640.18,640.18,868665705,4247445179885,KOSDAQ
코스피,20191129,2125.53,2125.53,2085.10,2087.96,432925145,5099407541958,KOSPI
코스닥,20191129,641.72,643.27,631.40,632.99,866827817,4223222068702,KOSDAQ
코스피,20191202,2097.55,2103.87,2088.92,2091.92,385212751,4515248782954,KOSPI
코스닥,20191202,635.58,638.35,632.22,634.50,814458163,3775632495895,KOSDAQ
코스피,20191203,2075.02,2085.71,2066.60,2084.07,449879973,4708840810301,KOSPI
코스닥,20191203,630.07,632.01,627.00,629.58,854468979,4098555417082,KOSDAQ
코스피,20191204,2070.84,2072.91,2057.45,2068.89,346825142,5085024158509,KOSPI
코스닥,20191204,626.06,630.45,622.67,625.27,910529496,3805942648069,KOSDAQ
코스피,20191205,2078.31,2084.29,2053.56,2060.74,472047819,4624421407831,KOSPI
코스닥,20191205,629.49,629.60,613.77,617.60,866298131,4649247067705,KOSDAQ
코스피,20191206,2072.44,2084.44,2070.17,2081.85,440065324,4214522758736,KOSPI
코스닥,20191206,619.48,628.11,619.48,628.10,701873902,4061007104762,KOSDAQ
코스피,20191209,2091.94,2093.81,2084.31,2088.65,393032767,3982108878522,KOSPI
코스닥,20191209,630.60,630.63,625.59,627.86,751943365,4178682855015,KOSDAQ
코스피,20191210,2081.22,2100.48,2080.16,2098.00,499959027,4172523585649,KOSPI
코스닥,20191210,627.62,627.76,623.54,627.11,749753141,3928745378860,KOSDAQ
코스피,20191211,2098.28,2109.22,2092.48,2105.62,668611193,4836704761348,KOSPI
코스닥,20191211,627.26,630.60,626.57,629.13,807383346,3936573071478,KOSDAQ
코스피,20191212,2120.13,2138.93,2120.13,2137.35,584509434,8338927753373,KOSPI
코스닥,20191212,632.29,638.92,631.25,636.94,919913332,4469035420835,KOSDAQ
코스피,20191213,2164.63,2170.25,2159.45,2170.25,539931975,6252796980699,KOSPI
코스닥,20191213,643.34,645.73,641.87,643.45,797573341,4177010719249,KOSDAQ
코스피,20191216,2168.05,2175.01,2166.29,2168.15,376974327,4560862167791,KOSPI
코스닥,20191216,644.91,646.56,643.24,644.44,725472601,3713544302966,KOSDAQ
코스피,20191217,2179.40,2196.01,2171.09,2195.68,599414776,6380377315699,KOSPI
코스닥,20191217,646.80,650.58,646.04,650.58,821684930,4458400580983,KOSDAQ
코스피,20191218,2194.92,2204.04,2187.32,2194.76,590996634,5518604446126,KOSPI
코스닥,20191218,650.87,651.71,647.73,648.95,860786669,4308819118682,KOSDAQ
코스피,20191219,2199.42,2204.73,2186.59,2196.56,643032584,5261738691341,KOSPI
코스닥,20191219,650.30,653.65,645.11,647.85,788007919,3710800839359,KOSDAQ
코스피,20191220,2205.57,2206.82,2194.80,2204.18,646584496,5020423312263,KOSPI
코스닥,20191220,650.19,651.20,647.90,649.73,923148403,4167133458279,KOSDAQ
코스피,20191223,2208.22,2209.20,2196.43,2203.71,501919240,4733793102673,KOSPI
코스닥,20191223,651.77,652.81,646.68,647.62,710403895,3950597812229,KOSDAQ
코스피,20191224,2206.23,2206.23,2187.58,2190.08,569816371,4755836980007,KOSPI
코스닥,20191224,648.71,648.71,638.74,638.91,744965998,3555283597788,KOSDAQ
코스피,20191226,2192.22,2198.01,2183.90,2197.93,571180166,4794571622341,KOSPI
코스닥,20191226,640.77,652.09,640.20,652.07,905579403,4338251421508,KOSDAQ
코스피,20191227,2183.70,2215.55,2177.40,2204.21,490105074,5429404093146,KOSPI
코스닥,20191227,652.60,661.59,652.17,661.24,789437198,4299574337746,KOSDAQ
코스피,20191230,2202.62,2208.04,2195.65,2197.67,416334516,4113311959444,KOSPI
코스닥,20191230,662.06,669.83,661.62,669.83,751513477,3769526016190,KOSDAQ
코스피,20200102,2201.21,2202.32,2171.84,2175.17,494631099,4637973970859,KOSPI
코스닥,20200102,672.53,674.30,666.62,674.02,767636734,4453395359612,KOSDAQ
코스피,20200103,2192.58,2203.38,2165.39,2176.46,631476766,5763305958298,KOSPI
코스닥,20200103,677.57,679.37,668.10,669.93,884939394,5517433806984,KOSDAQ
코스피,20200106,2154.97,2164.42,2149.95,2155.07,592599795,5156253870499,KOSPI
코스닥,20200106,660.08,663.10,653.61,655.31,868241198,4943689668706,KOSDAQ
코스피,20200107,2166.60,2181.62,2164.27,2175.54,567996185,5142549817438,KOSPI
코스닥,20200107,660.87,664.21,659.18,663.44,955094676,5280738047640,KOSDAQ
코스피,20200108,2156.27,2162.32,2137.72,2151.31,913637933,8749952361145,KOSPI
코스닥,20200108,657.24,658.14,637.43,640.94,1356675683,7007658698231,KOSDAQ
코스피,20200109,2182.20,2186.45,2172.16,2186.45,592517639,7261244844477,KOSPI
코스닥,20200109,657.01,666.09,656.25,666.09,966008641,5240662353580,KOSDAQ
코스피,20200110,2189.48,2206.92,2188.10,2206.39,594449235,6458935325362,KOSPI
코스닥,20200110,668.79,673.03,665.92,673.03,809322091,4876720903496,KOSDAQ
코스피,20200113,2204.49,2230.43,2204.49,2229.26,488174499,6214304651172,KOSPI
코스닥,20200113,673.76,679.22,673.23,679.22,836047962,4771634526406,KOSDAQ
코스피,20200114,2243.06,2250.79,2232.94,2238.88,835812133,7293868167105,KOSPI
코스닥,20200114,682.14,685.88,676.78,678.71,867198512,5163622259218,KOSDAQ
코스피,20200115,2229.80,2238.21,2223.39,2230.98,745985720,5945627491487,KOSPI
코스닥,20200115,678.83,681.39,676.91,679.16,890879996,4207743982900,KOSDAQ
코스피,20200116,2231.93,2249.09,2225.41,2248.05,808193149,6203877140591,KOSPI
코스닥,20200116,679.67,686.52,679.49,686.52,856467771,5215754806297,KOSDAQ
코스피,20200117,2261.57,2268.71,2245.58,2250.57,580726985,5444005105854,KOSPI
코스닥,20200117,689.73,690.61,686.68,688.41,1016802516,5527827783345,KOSDAQ
코스피,20200120,2261.40,2277.23,2258.09,2262.64,545394921,5949998786180,KOSPI
코스닥,20200120,690.85,691.17,682.48,683.47,1007514397,5899287536889,KOSDAQ
코스피,20200121,2259.81,2266.31,2238.25,2239.69,770231974,5569181561732,KOSPI
코스닥,20200121,683.82,685.89,675.48,676.52,991539066,5511826858007,KOSDAQ
코스피,20200122,2238.53,2269.27,2235.13,2267.25,608439429,6365319774058,KOSPI
코스닥,20200122,677.05,688.28,677.05,688.25,986501258,4600061477773,KOSDAQ
코스피,20200123,2254.54,2260.63,2241.94,2246.13,509430653,6789346307232,KOSPI
코스닥,20200123,685.94,687.71,683.52,685.57,923456510,4937267712083,KOSDAQ
코스피,20200128,2192.22,2199.93,2166.23,2176.72,808530755,8816827396940,KOSPI
코스닥,20200128,660.79,668.22,658.78,664.70,1124909765,6927528581370,KOSDAQ
코스피,20200129,2188.18,2195.45,2172.33,2185.28,692195997,6589516389776,KOSPI
코스닥,20200129,671.08,671.98,664.09,670.18,1044257475,5553557023585,KOSDAQ
코스피,20200130,2181.54,2187.45,2139.72,2148.00,602693314,7104616993642,KOSPI
코스닥,20200130,670.65,673.17,652.42,656.39,1173921869,6159884656218,KOSDAQ
코스피,20200131,2160.60,2167.23,2119.01,2119.01,710314164,7225889669952,KOSPI
코스닥,20200131,660.98,664.77,641.57,642.48,1300566288,6404767931324,KOSDAQ
코스피,20200203,2086.61,2126.73,2082.74,2118.88,836443083,8067656425680,KOSPI
코스닥,20200203,631.82,648.34,627.65,646.85,1157314203,6041337261979,KOSDAQ
코스피,20200204,2121.22,2162.32,2120.53,2157.90,624476109,7790480738091,KOSPI
코스닥,20200204,650.72,661.24,649.22,661.24,922823842,5054711729875,KOSDAQ
코스피,20200205,2177.26,2181.52,2154.88,2165.63,574242011,7735622066583,KOSPI
코스닥,20200205,666.74,668.91,658.03,661.32,884227712,5128148436918,KOSDAQ
코스피,20200206,2184.77,2229.99,2182.25,2227.94,695031346,8333957199911,KOSPI
코스닥,20200206,665.94,672.69,665.88,672.69,880124604,4512405216707,KOSDAQ
코스피,20200207,2221.49,2223.92,2198.14,2211.95,800249023,8812782894943,KOSPI
코스닥,20200207,673.11,674.03,667.93,672.63,888341606,5137310020760,KOSDAQ
코스피,20200210,2185.63,2203.39,2180.51,2201.07,609498403,5470775928496,KOSPI
코스닥,20200210,669.53,676.08,668.10,676.07,944723285,4790557321889,KOSDAQ
코스피,20200211,2213.50,2233.32,2211.25,2223.12,525959147,6610111051681,KOSPI
코스닥,20200211,678.97,682.34,678.43,682.34,997484401,5424128161712,KOSDAQ
코스피,20200212,2225.95,2242.24,2214.77,2238.38,632339897,6891666432273,KOSPI
코스닥,20200212,683.26,686.79,680.26,686.59,1130121899,5912234851065,KOSDAQ
코스피,20200213,2245.72,2255.49,2230.30,2232.96,637822556,8117328861779,KOSPI
코스닥,20200213,689.54,691.43,681.77,687.61,1289543325,6953734213272,KOSDAQ
코스피,20200214,2232.71,2251.50,2221.90,2243.59,596146180,6374174445461,KOSPI
코스닥,20200214,687.23,692.00,685.67,688.91,1457509427,7323645151017,KOSDAQ
코스피,20200217,2243.07,2250.05,2230.26,2242.17,457706049,5636378323493,KOSPI
코스닥,20200217,690.35,692.64,686.73,692.59,1468756550,6489502477295,KOSDAQ
코스피,20200218,2225.98,2232.93,2205.21,2208.88,470142744,6409985636383,KOSPI
코스닥,20200218,691.42,692.52,681.44,682.92,1744280159,7470642347498,KOSDAQ
코스피,20200219,2222.51,2226.00,2191.20,2210.34,590827219,7105304377588,KOSPI
코스닥,20200219,686.89,688.11,673.64,684.78,1572116453,7592174753239,KOSDAQ
코스피,20200220,2223.55,2228.18,2186.72,2195.50,709236157,7675948618469,KOSPI
코스닥,20200220,687.65,688.51,677.99,681.66,1432192959,8759358510393,KOSDAQ
코스피,20200221,2165.65,2184.43,2160.28,2162.84,635043656,7103675709920,KOSPI
코스닥,20200221,673.57,680.28,667.47,667.99,1367918027,8095364379822,KOSDAQ
코스피,20200224,2114.04,2120.06,2079.03,2079.04,948185391,9313336284977,KOSPI
코스닥,20200224,653.40,656.31,639.22,639.29,1435873553,8114376024114,KOSDAQ
코스피,20200225,2075.55,2105.49,2071.50,2103.61,1565353383,8951088561791,KOSPI
코스닥,20200225,639.28,656.96,633.65,656.95,1175663427,6138350468060,KOSDAQ
코스피,20200226,2064.07,2089.64,2059.13,2076.77,810720313,8059228109756,KOSPI
코스닥,20200226,644.02,658.29,642.98,654.63,1113197650,6096327693719,KOSDAQ
코스피,20200227,2073.87,2085.40,2049.15,2054.89,562495577,7239777903530,KOSPI
코스닥,20200227,654.61,660.89,634.79,638.17,1167118116,7624989821279,KOSDAQ
코스피,20200228,2020.17,2031.01,1980.82,1987.01,671085017,9925733538339,KOSPI
코스닥,20200228,626.36,631.25,608.38,610.73,1363337933,7980639025726,KOSDAQ
코스피,20200302,1997.03,2017.07,1969.34,2002.51,527785407,7809542965650,KOSPI
코스닥,20200302,617.88,627.71,607.32,627.66,1170303093,6130854301805,KOSDAQ
코스피,20200303,2051.85,2051.85,2009.39,2014.15,615483852,8686866867222,KOSPI
코스닥,20200303,641.65,641.77,626.71,626.82,1214617708,6029086336877,KOSDAQ
코스피,20200304,2005.81,2063.59,2005.81,2059.33,606148437,7828556225674,KOSPI
코스닥,20200304,623.75,641.73,623.55,641.73,1031513249,5536965997892,KOSDAQ
코스피,20200305,2078.11,2089.08,2059.99,2085.26,674999426,7953382950322,KOSPI
코스닥,20200305,647.75,650.81,643.97,650.19,1003841946,6183113460719,KOSDAQ
코스피,20200306,2053.09,2062.57,2032.13,2040.22,865350537,7232449810116,KOSPI
코스닥,20200306,642.33,647.83,637.20,642.72,1071085316,7125855819468,KOSDAQ
코스피,20200309,1981.02,1989.50,1946.90,1954.77,666600284,8795749378223,KOSPI
코스닥,20200309,631.13,632.52,614.58,614.60,1258695653,8495322267539,KOSDAQ
코스피,20200310,1942.85,1968.17,1934.72,1962.93,638373962,9132855391494,KOSPI
코스닥,20200310,606.89,619.98,604.51,619.97,1403066091,9573005286136,KOSDAQ
코스피,20200311,1965.67,1967.70,1898.27,1908.27,679545044,8597344981803,KOSPI
코스닥,20200311,621.12,622.07,591.38,595.61,1540897880,8321149020773,KOSDAQ
코스피,20200312,1887.97,1897.23,1808.56,1834.33,849931768,11308246650152,KOSPI
코스닥,20200312,589.20,594.32,555.47,563.49,1613503737,8009090585294,KOSDAQ
코스피,20200313,1722.68,1809.31,1680.60,1771.44,1034645053,13374562296741,KOSPI
코스닥,20200313,536.62,540.30,487.07,524.00,1492800703,8121227492041,KOSDAQ
코스피,20200316,1805.43,1805.43,1714.38,1714.86,681539208,8592019637317,KOSPI
코스닥,20200316,538.68,541.87,504.51,504.51,1172081675,7162481861072,KOSDAQ
코스피,20200317,1640.84,1722.97,1637.88,1672.44,649398558,9707691257449,KOSPI
코스닥,20200317,488.02,518.72,483.51,514.73,1339225760,7935369377462,KOSDAQ
코스피,20200318,1686.12,1693.95,1591.12,1591.20,727598539,9574901913317,KOSPI
코스닥,20200318,520.79,526.10,485.14,485.14,1279056452,7279173284592,KOSDAQ
코스피,20200319,1626.09,1626.09,1439.43,1457.64,976296906,11928752280010,KOSPI
코스닥,20200319,501.59,502.12,419.55,428.35,1610788066,8507783426413,KOSDAQ
코스피,20200320,1498.49,1566.82,1466.48,1566.15,816122515,10630607027888,KOSPI
코스닥,20200320,443.88,467.75,435.11,467.75,1222075277,6467996000524,KOSDAQ
코스피,20200323,1474.45,1516.75,1458.41,1482.46,647185005,9644349898230,KOSPI
코스닥,20200323,443.51,455.97,435.81,443.76,1065511206,6129333742176,KOSDAQ
코스피,20200324,1523.69,1609.97,1508.68,1609.97,678954818,10480502291277,KOSPI
코스닥,20200324,457.21,480.40,454.24,480.40,1123600809,6719948246067,KOSDAQ
코스피,20200325,1668.19,1707.64,1645.28,1704.76,872240354,12610527682774,KOSPI
코스닥,20200325,496.32,506.43,488.98,505.68,1407541302,9635025587084,KOSDAQ
코스피,20200326,1699.11,1735.75,1679.23,1686.24,991888471,12372233119199,KOSPI
코스닥,20200326,506.51,533.33,501.82,516.61,1598686696,11763855878736,KOSDAQ
코스피,20200327,1756.07,1759.05,1668.21,1717.73,1076961970,12849876206674,KOSPI
코스닥,20200327,535.94,540.04,502.48,522.83,1934565731,14738611545135,KOSDAQ
코스피,20200330,1670.34,1729.63,1659.95,1717.12,767497354,9080040797727,KOSPI
코스닥,20200330,513.13,542.12,511.47,542.11,1408696898,9545401310570,KOSDAQ
코스피,20200331,1739.29,1757.81,1722.62,1754.64,1036879520,13902860300792,KOSPI
코스닥,20200331,551.48,569.07,551.25,569.07,1826998447,13575796025536,KOSDAQ
코스피,20200401,1737.28,1762.44,1685.37,1685.46,1243279319,12109230008328,KOSPI
코스닥,20200401,568.88,579.76,551.30,551.84,1858813245,13386617810008,KOSDAQ
코스피,20200402,1693.53,1726.76,1664.13,1724.86,765944102,10150789083527,KOSPI
코스닥,20200402,555.40,567.70,542.75,567.70,1664956164,10966747705257,KOSDAQ
코스피,20200403,1731.17,1743.91,1706.68,1725.44,999781194,10152442131749,KOSPI
코스닥,20200403,571.29,576.27,564.02,573.01,1348744450,9411080835854,KOSDAQ
코스피,20200406,1745.25,1794.19,1742.67,1791.88,1219066405,10956139456905,KOSPI
코스닥,20200406,579.25,597.21,577.83,597.21,1503125811,9839032128808,KOSDAQ
코스피,20200407,1826.72,1838.97,1791.92,1823.60,951393070,11627440843899,KOSPI
코스닥,20200407,606.21,606.90,593.22,606.90,2066345130,13224190868714,KOSDAQ
코스피,20200408,1815.75,1842.16,1801.80,1807.14,907059435,11124632708845,KOSPI
코스닥,20200408,604.46,615.32,599.30,607.37,2246697227,12639283832635,KOSDAQ
코스피,20200409,1838.09,1839.33,1818.30,1836.21,920233820,10515799258347,KOSPI
코스닥,20200409,616.67,618.37,610.66,615.95,1760923991,9486791889581,KOSDAQ
코스피,20200410,1835.76,1861.10,1824.43,1860.70,991924078,12006936083971,KOSPI
코스닥,20200410,617.75,618.08,593.01,611.26,1967266381,10087593132603,KOSDAQ
코스피,20200413,1853.30,1853.30,1825.76,1825.76,1017372524,9514861069340,KOSPI
코스닥,20200413,609.94,611.06,596.71,596.71,1972090242,10042761341715,KOSDAQ
코스피,20200414,1846.41,1864.46,1837.17,1857.08,886483849,9994489217634,KOSPI
코스닥,20200414,605.14,611.36,602.05,610.29,1585402718,8335407901227,KOSDAQ
코스피,20200416,1839.51,1862.23,1828.13,1857.07,878104561,10709654674174,KOSPI
코스닥,20200416,606.69,623.59,603.15,623.43,1355533764,8199848011601,KOSDAQ
코스피,20200417,1893.31,1926.02,1893.19,1914.53,1667194094,14126416725976,KOSPI
코스닥,20200417,631.34,634.79,628.05,634.79,1610557374,9078733347103,KOSDAQ
코스피,20200420,1908.34,1925.25,1893.17,1898.36,1087203536,11914634931432,KOSPI
코스닥,20200420,635.71,643.05,634.20,637.82,1550960169,9495413620390,KOSDAQ
코스피,20200421,1886.78,1898.32,1841.66,1879.38,1173663069,13860178761459,KOSPI
코스닥,20200421,634.76,641.07,602.05,628.77,2141267178,12703752281961,KOSDAQ
코스피,20200422,1855.51,1897.90,1844.85,1896.15,820074054,9427329815158,KOSPI
코스닥,20200422,618.95,635.31,616.88,635.16,1385711082,9065988775844,KOSDAQ
코스피,20200423,1907.45,1923.53,1895.98,1914.73,683212052,9121766656006,KOSPI
코스닥,20200423,640.13,645.54,637.33,643.79,1636656881,10057346884267,KOSDAQ
코스피,20200424,1906.07,1908.29,1880.71,1889.01,933648134,9646012237010,KOSPI
코스닥,20200424,640.19,645.22,629.12,632.96,1765696597,8825947362675,KOSDAQ
코스피,20200427,1897.06,1929.82,1894.62,1922.77,735501989,8170875875972,KOSPI
코스닥,20200427,638.90,647.11,638.58,646.86,1691608933,7661779031317,KOSDAQ
코스피,20200428,1931.25,1941.79,1911.63,1934.09,1173137196,10373388089969,KOSPI
코스닥,20200428,649.46,651.39,638.69,644.93,1758899364,8164459025903,KOSDAQ
코스피,20200429,1936.89,1957.51,1934.31,1947.56,1983979450,10524118443334,KOSPI
코스닥,20200429,646.33,648.42,644.06,645.18,1670331523,7946361789392,KOSDAQ
코스피,20200504,1906.42,1918.66,1894.29,1895.37,1146593472,10260596202527,KOSPI
코스닥,20200504,637.00,648.57,635.16,641.91,1267341741,6672115419815,KOSDAQ
코스피,20200506,1919.45,1928.76,1902.55,1928.76,1082191134,8549063939898,KOSPI
코스닥,20200506,650.15,658.40,647.52,658.40,1492643280,8470094415784,KOSDAQ
코스피,20200507,1922.00,1938.50,1918.57,1928.61,773939670,7375502269239,KOSPI
코스닥,20200507,659.45,669.03,658.93,668.17,1728059006,8805305280597,KOSDAQ
코스피,20200508,1944.94,1956.89,1942.54,1945.82,784479514,7940237870024,KOSPI
코스닥,20200508,674.01,682.94,673.52,682.30,1503221949,9487886237174,KOSDAQ
코스피,20200511,1953.51,1960.46,1932.87,1935.40,591070563,7751802313118,KOSPI
코스닥,20200511,686.81,690.34,676.60,685.04,1505331885,10413314516196,KOSDAQ
코스피,20200512,1938.62,1938.62,1905.17,1922.17,799440769,9679748586055,KOSPI
코스닥,20200512,687.48,688.37,673.66,684.21,1433235217,9966593832639,KOSDAQ
코스피,20200513,1897.50,1940.42,1897.24,1940.42,618221280,9009914537806,KOSPI
코스닥,20200513,676.53,691.57,676.24,691.53,1406545569,9686325743894,KOSDAQ
코스피,20200514,1922.44,1931.43,1913.49,1924.96,760387605,9467848240593,KOSPI
코스닥,20200514,687.92,693.68,684.33,690.57,1462519533,12983240229406,KOSDAQ
코스피,20200515,1937.63,1938.59,1913.21,1927.28,865978734,9721566672558,KOSPI
코스닥,20200515,695.80,696.91,686.23,691.93,1296936562,12368945292901,KOSDAQ
코스피,20200518,1934.51,1943.07,1921.14,1937.11,761070395,9391324682572,KOSPI
코스닥,20200518,695.17,695.90,688.88,690.85,1399672874,10471891957969,KOSDAQ
코스피,20200519,1977.47,1983.77,1968.59,1980.61,773052231,11916528393672,KOSPI
코스닥,20200519,696.01,696.39,687.67,696.36,1724931866,11819126037095,KOSDAQ
코스피,20200520,1972.12,1992.20,1972.12,1989.64,699145804,8247130911351,KOSPI
코스닥,20200520,697.15,709.16,697.09,708.76,1991853727,10446518788535,KOSDAQ
코스피,20200521,2003.20,2004.95,1993.00,1998.31,600906707,8635497156734,KOSPI
코스닥,20200521,714.33,716.72,711.71,716.02,1862350494,11271200651706,KOSDAQ
코스피,20200522,2001.60,2002.65,1961.40,1970.13,847014625,9507528434591,KOSPI
코스닥,20200522,717.78,719.15,702.50,708.58,1655775479,10749726643347,KOSDAQ
코스피,20200525,1980.51,1994.90,1967.84,1994.60,641275458,7959413338249,KOSPI
코스닥,20200525,712.88,719.89,708.60,719.89,1584537517,9440784624728,KOSDAQ
코스피,20200526,2001.00,2029.89,1997.94,2029.78,1017629960,12544435015341,KOSPI
코스닥,20200526,723.28,729.16,718.81,729.11,1540672454,10327002528360,KOSDAQ
코스피,20200527,2027.90,2043.44,2019.82,2031.20,1178632302,12634016260112,KOSPI
코스닥,20200527,728.26,730.41,722.04,724.59,1559753436,10562954938893,KOSDAQ
코스피,20200528,2047.08,2054.52,2003.75,2028.54,1171357315,14475205600610,KOSPI
코스닥,20200528,728.76,728.80,695.30,708.75,2079253848,11890593216628,KOSDAQ
코스피,20200529,2018.37,2038.89,2006.62,2029.60,1084434748,14076100675740,KOSPI
코스닥,20200529,706.16,714.51,700.84,713.68,1460205792,8490245445265,KOSDAQ
코스피,20200601,2037.04,2065.38,2035.63,2065.08,996898022,9837538105443,KOSPI
코스닥,20200601,716.96,735.72,716.83,735.72,1264566927,10311092318440,KOSDAQ
코스피,20200602,2061.45,2089.43,2059.14,2087.19,999993338,10231307086948,KOSPI
코스닥,20200602,737.67,743.70,735.06,743.58,1453883350,10707063397298,KOSDAQ
코스피,20200603,2108.55,2156.55,2107.69,2147.00,1151765081,16997697281764,KOSPI
코스닥,20200603,749.49,750.14,734.63,737.66,1442784408,11393993783006,KOSDAQ
코스피,20200604,2181.64,2191.00,2139.68,2151.18,1393095743,16032993382415,KOSPI
코스닥,20200604,742.87,744.36,733.91,742.37,1291139610,9743397398470,KOSDAQ
코스피,20200605,2151.17,2187.25,2138.18,2181.87,854247084,12777313885100,KOSPI
코스닥,20200605,743.65,749.75,739.52,749.31,1113284214,8632372725281,KOSDAQ
코스피,20200608,2215.60,2217.21,2174.96,2184.29,853775705,13144317904763,KOSPI
코스닥,20200608,754.12,754.32,747.37,753.04,1307733822,9095282792334,KOSDAQ
코스피,20200609,2206.23,2212.17,2166.01,2188.92,816728807,14688230040677,KOSPI
코스닥,20200609,756.02,756.45,746.56,753.82,1522054808,10324332026125,KOSDAQ
코스피,20200610,2187.91,2200.68,2178.12,2195.69,706090809,12887254650114,KOSPI
코스닥,20200610,754.30,759.48,752.29,758.62,1563105834,12172193435163,KOSDAQ
코스피,20200611,2184.36,2200.72,2148.51,2176.78,827018438,16985422691578,KOSPI
코스닥,20200611,760.07,766.96,752.04,757.06,1438063159,13455476457604,KOSDAQ
코스피,20200612,2088.24,2137.12,2084.63,2132.30,689484936,14958989060448,KOSPI
코스닥,20200612,722.91,747.37,722.81,746.06,1311862190,11659022253535,KOSDAQ
코스피,20200615,2114.41,2129.67,2030.82,2030.82,1071581707,18239613308037,KOSPI
코스닥,20200615,745.60,747.21,693.15,693.15,1454220242,12217229870545,KOSDAQ
코스피,20200616,2091.09,2138.08,2079.02,2138.05,973264798,13835565241853,KOSPI
코스닥,20200616,716.60,735.74,714.14,735.38,1311328254,10647145409284,KOSDAQ
코스피,20200617,2133.18,2154.37,2105.26,2141.05,927245345,15457312695779,KOSPI
코스닥,20200617,731.91,743.11,717.68,735.40,1401310403,10408886442334,KOSDAQ
코스피,20200618,2134.35,2145.13,2120.29,2133.48,767055880,11089334332676,KOSPI
코스닥,20200618,738.11,743.12,732.92,737.33,1236654945,10592134832200,KOSDAQ
코스피,20200619,2153.09,2153.57,2108.91,2141.32,1079279977,12299787457164,KOSPI
코스닥,20200619,743.35,743.94,732.55,742.03,1521567385,12352058393292,KOSDAQ
코스피,20200622,2126.38,2142.88,2122.10,2126.73,789134619,10097371400300,KOSPI
코스닥,20200622,742.98,752.98,741.78,751.64,1330486008,10495616478781,KOSDAQ
코스피,20200623,2149.13,2158.15,2110.51,2131.24,917248252,13494825138627,KOSPI
코스닥,20200623,758.61,761.37,744.26,753.23,1567271453,11663428321146,KOSDAQ
코스피,20200624,2145.93,2171.86,2143.91,2161.51,913781479,13324341796671,KOSPI
코스닥,20200624,758.15,765.21,755.12,759.50,1326481820,11749677030160,KOSDAQ
코스피,20200625,2130.45,2143.33,2112.37,2112.37,1017516046,10691827492969,KOSPI
코스닥,20200625,749.81,757.23,745.98,750.36,1356471138,11203803402130,KOSDAQ
코스피,20200626,2137.47,2142.04,2115.25,2134.65,760952830,9820801983577,KOSPI
코스닥,20200626,758.62,758.62,742.57,750.58,1517187853,11776822316330,KOSDAQ
코스피,20200629,2105.54,2120.50,2087.84,2093.48,642920807,9024975736612,KOSPI
코스닥,20200629,743.88,747.30,732.86,734.69,1242202171,9110109425288,KOSDAQ
코스피,20200630,2124.38,2134.38,2108.26,2108.33,708372592,11698177509871,KOSPI
코스닥,20200630,744.54,744.54,731.76,737.97,1540724160,10379806573478,KOSDAQ
코스피,20200701,2128.81,2133.55,2101.33,2106.70,1116024316,10231877223020,KOSPI
